Energy_au,Sigma_Total_au,Sigma_Mb,Dipole_Sq_au
0.8614963308872581,0.07456897026907297,2.0881399606507967,0.40321410963351195
0.8623629086057372,0.07420459290060459,2.0779363740770505,0.40088148929144574
0.8632294863242161,0.07384183871596514,2.0677782411954286,0.3985618362615924
0.8640960640426951,0.07348065944551249,2.057664210320797,0.3962548555121159
0.8649626417611741,0.0731210249085965,2.047593436310446,0.3939603505475592
0.8658292194796531,0.07276292526300106,2.037565643554766,0.3916782350422202
0.8666957971981321,0.07240637102356676,2.027581126498735,0.3894085324147311
0.867562374916611,0.07205139087561363,2.0176406884116336,0.38715136356156754
0.86842895263509,0.07169802755280666,2.0077455259557344,0.38490692427289375
0.869295530353569,0.07134633225699538,1.9978970729261902,0.38267545496222655
0.8701621080720481,0.07099635825317803,1.9880968208920937,0.38045720614466627
0.871028685790527,0.07064815434847858,1.978346136589576,0.37825240349376504
0.871895263509006,0.07030175896681423,1.9686460959959056,0.37606121627746436
0.8727618412274849,0.06995719544953821,1.9589973527343287,0.3738837325226705
0.873628418945964,0.06961446906615247,1.9494000543656544,0.3717199434459123
0.8744949966644429,0.06927356602307702,1.9398538146310214,0.36956973862669196
0.875361574382922,0.0689344545342184,1.930357743430811,0.3674329121914457
0.8762281521014009,0.06859708779170205,1.9209105300134743,0.36530917907801996
0.8770947298198799,0.06826140847373796,1.9115105692083894,0.36319819938252007
0.8779613075383589,0.06792735426753294,1.9021561160828713,0.3610996079633471
0.8788278852568379,0.0675948637893301,1.8928454517198532,0.3590130459875843
0.8796944629753168,0.06726388225622734,1.8835770420446831,0.3569381909828618
0.8805610406937958,0.0669343663073215,1.8743496728306623,0.354874782215406
0.8814276184122749,0.06660628748238878,1.8651625471118367,0.35282263881598674
0.8822941961307538,0.06627963402342282,1.8560153356311047,0.3507816689349018
0.8831607738492329,0.06595441085674858,1.846908176339359,0.3487518692290418
0.8840273515677117,0.06563063781412506,1.8378416245813813,0.34673331505372285
0.8848939292861908,0.0653083463397496,1.8288165608827402,0.3447261427205908
0.8857605070046697,0.06498757508444919,1.8198340675748137,0.3427305259897492
0.8866270847231488,0.06466836489587668,1.8108952885062557,0.3407466495111156
0.8874936624416278,0.06435075375925695,1.8020012873697204,0.3387746821535658
0.8883602401601067,0.06403477222859257,1.793152919762832,0.33681475306143127
0.8892268178785857,0.06372043981635452,1.7843507320894123,0.3348669328764724
0.8900933955970647,0.06340776268666747,1.7755948969622117,0.33293122190650304
