Free,Confined,Plasma_mu_0.1,Plasma_mu_0.2,Plasma_mu_0.3,Plasma_mu_0.5,Hybrid_mu_0.1,Hybrid_mu_0.2,Hybrid_mu_0.3,Hybrid_mu_0.4,Hybrid_mu_0.5
-0.49996769899650606,-0.5023599153812881,-0.4070261078276415,-0.32677759767382764,-0.2576091914111269,-0.148091931051479,-0.4095223288455049,-0.32957233475894226,-0.26093791557057244,-0.2025688701682713,-0.15381095513569368
