Metric,Free,Confined_Only,Plasma_mu_0.1,Plasma_mu_0.2,Plasma_mu_0.3,Plasma_mu_0.4,Plasma_mu_0.5,Hybrid_mu_0.1,Hybrid_mu_0.2,Hybrid_mu_0.3,Hybrid_mu_0.4,Hybrid_mu_0.5
Energy_au,-0.49997562192520995,-0.5188047737989903,-0.4070339602197902,-0.3267852597491062,-0.25761655948703205,-0.1983556202886206,-0.14809841433717685,-0.426023655180887,-0.34622090120574556,-0.27779671293977803,-0.21966676118208966,-0.17111278989758397
