Metric,Free,Confined_Only,Plasma_mu_0.1,Plasma_mu_0.2,Plasma_mu_0.3,Plasma_mu_0.4,Plasma_mu_0.5,Hybrid_mu_0.1,Hybrid_mu_0.2,Hybrid_mu_0.3,Hybrid_mu_0.4,Hybrid_mu_0.5
Energy_au,-0.5779667670019142,-0.5980159742658109,-0.34473197846350956,-0.16762415570960232,-0.04667259123362348,0.002700446251504076,0.002783539616369653,-0.36729662843844946,-0.19515028002093743,-0.0869928968610329,-0.044556768025400734,-0.031898838398300156
