Free,Confined,Plasma_mu_0.1,Plasma_mu_0.2,Plasma_mu_0.3,Plasma_mu_0.5,Hybrid_mu_0.1,Hybrid_mu_0.2,Hybrid_mu_0.3,Hybrid_mu_0.4,Hybrid_mu_0.5
-0.5787065365596533,-0.5810537420894593,-0.3452852528613354,-0.16799758078689697,-0.04687445554975264,0.002783526639648642,-0.3492101021620748,-0.17630030142202507,-0.07018351216847314,-0.031560251921410445,-0.019842362289145488
