Energy_au,Total_Mu_0.000,Total_Mu_0.050,Total_Mu_0.100,Total_Mu_0.150,Total_Mu_0.200,Total_Mu_0.250,Total_Mu_0.300,Total_Mu_0.400,Total_Mu_0.500
0.4931262525050101,0.30267427142121334,0.6141946599567378,1.026488367825631,1.387666950195127,1.5321425124467205,1.355556544716407,0.876348637211938,0.16716089363049755,0.033974599274595715
0.4941082164328658,0.30068077076397004,0.6101075980646338,1.0201125265211257,1.379893679934004,1.5243684483976603,1.3492610447246407,0.8727360481673974,0.16685360569270896,0.03406564978109214
0.4950901803607215,0.2987020230984222,0.6060599932899311,1.0137886123666084,1.3721511989858508,1.5166536886019404,1.3430113069148428,0.8691109975413644,0.16653978320828908,0.034156004560653666
0.4960721442885772,0.296737921114561,0.6020431188429913,1.0074900249165801,1.3644373572963209,1.5089510650831883,1.336758230252271,0.8655168061960165,0.16622442140115964,0.03424557900212514
0.4970541082164329,0.29478835832294625,0.598054052974734,1.0012249198052423,1.3567831756178435,1.5013329133568725,1.3305652270535921,0.861929562720357,0.16591132917545143,0.03433366183806774
0.49803607214428863,0.2928532290517245,0.5940851081907007,0.9950030394483038,1.3491476245752183,1.4936601539987784,1.3243607542157574,0.8583394047925916,0.16558921589032063,0.034418899243807866
0.49901803607214434,0.2909324284437286,0.5901589533759847,0.9888272475008609,1.3415799221126083,1.4860645688544825,1.3182055362602902,0.8547655479622991,0.16526672250076452,0.034502921797407826
0.5,0.2890258524547233,0.5862368513780873,0.9826714966989392,1.3340009040956364,1.4784790533525602,1.312066027792727,0.8512053546639988,0.16494240123014858,0.034585689908845155
0.51,0.2703964799966868,0.5478948922229688,0.9220891902232975,1.2591462187625617,1.4031529712955046,1.2507576180207063,0.8155012747411584,0.16149754766680205,0.035339586329321826
0.5109918107370337,0.26862461137891325,0.544234445645102,0.9162870809426904,1.251904693421479,1.3958718232178944,1.24481191293392,0.8120203842879681,0.16114091523075094,0.03540564098332015
0.5119836214740674,0.2668660244694589,0.5406005540285953,0.9105129736581711,1.2447161940627764,1.3886063734037388,1.2388719377847954,0.808547427444265,0.1607854654878329,0.03546964634126175
0.512975432211101,0.2651206225534058,0.537035187622779,0.9047965885321372,1.2376577897456305,1.3813645581841636,1.2329624758351814,0.8051043347389872,0.16042478911808786,0.03553341069813744
0.5139672429481347,0.2633883096735121,0.5334096787668458,0.8990607668499285,1.230438482330674,1.374235738151114,1.227153212535969,0.8016331184537441,0.16006782271695824,0.03559444264711471
0.5149590536851684,0.26166899062739435,0.5298443987500785,0.8933946143700604,1.2233757120696445,1.3669935809700948,1.2212001405937114,0.7981825178802655,0.15969982372443522,0.035652957100908024
0.5159508644222021,0.25996257096503517,0.5263126194640741,0.8877529713872264,1.2163230026106993,1.359838205779494,1.2153610572443312,0.7947460009836818,0.15933323589872914,0.035711172188337956
0.5169426751592356,0.2582689569860799,0.5228099860446366,0.8821471732391675,1.209313470252715,1.352725014138414,1.2095367515682625,0.7913162076793451,0.1589658798096889,0.03576795574197911
0.5179344858962693,0.25658805573694426,0.51931494334222,0.8765848913472802,1.202338685248283,1.3456564422551498,1.2037337235949144,0.7879058362682347,0.1585950542892656,0.03582185306083707
0.518926296633303,0.2549197750068739,0.5158519345632948,0.8710444178342973,1.1954230560275234,1.338595001885468,1.1979965518250664,0.7845005897554238,0.1582235210841317,0.03587461378427746
0.5199181073703367,0.25326402332353803,0.5124175717582217,0.8655464636636435,1.188509414435896,1.3315841250837148,1.192198942823544,0.7811095283670529,0.1578472274057671,0.03592615115031794
0.5209099181073703,0.25162070994740476,0.5089980320261992,0.8600750641400947,1.1816628596264729,1.3246026917431397,1.186477667946217,0.7777269896084734,0.15747042031692915,0.035976687896347545
0.521901728844404,0.24998974486510167,0.5056075051522615,0.8546423779625836,1.1748137241928442,1.3176230062024197,1.1807618956233432,0.7743478190239249,0.15709156633336396,0.03602383496273334
0.5228935395814377,0.24837103878189593,0.5022418687324527,0.8492450772991251,1.1680155026582923,1.3106969706945453,1.1750721492871354,0.7709828961777029,0.15671155050961175,0.03607038328538037
0.5238853503184714,0.246764503113926,0.4989269370226411,0.843951773250964,1.1612815545168282,1.3038074293447393,1.1694744718500907,0.7676395045675063,0.15633851972129423,0.03611465826006123
0.524877161055505,0.24517004998045921,0.4955763832653703,0.8385555747709884,1.154517791731565,1.2971593587091865,1.1637542151794535,0.7643638911760159,0.15594738617519183,0.036159567676554635
0.5258689717925387,0.24358759219534004,0.4922738423079881,0.8332349878810856,1.1478821456920785,1.2900956316267838,1.1581170737775432,0.760947915226257,0.15555678614940915,0.0361994656308058
0.5268607825295724,0.24201704326014126,0.4890023369153771,0.8279671672457967,1.1411760382820793,1.2832856046299448,1.152533380021215,0.7576181810290523,0.1551680385112472,0.036239122415455384
0.527852593266606,0.2404583173570385,0.48574885660754075,0.8227313316511489,1.1345596792073087,1.276500192257443,1.1469433403700116,0.754303628630562,0.15477847757865462,0.036277042634209354
0.5288444040036396,0.2389113293430507,0.48251833509592157,0.8175245621427052,1.1279597734437732,1.2697551792841044,1.1413744394995433,0.7509943572600417,0.15438576328063006,0.036313236266629884
0.5298362147406733,0.23737599474515342,0.4793134865080898,0.812364475838896,1.1214192257237006,1.2630718473376115,1.1358558060533874,0.7477032217226793,0.1539935113033185,0.036348094623702115
0.530828025477707,0.23585222975584336,0.4761260176692792,0.8072067004265497,1.11488461342787,1.2563359351714325,1.1303086051068534,0.7444382836288039,0.15359556744569638,0.03638069387232992
0.5318198362147407,0.23433995122991014,0.4729605017150459,0.802102862850766,1.1083927583530477,1.2496940736960491,1.1248181439742775,0.7411452486106904,0.15319849474445124,0.03641178822906566
0.5328116469517743,0.2328390766809707,0.4698175750148966,0.797020523681161,1.1019493790197012,1.2430622956348356,1.1193418445533148,0.7378713819270777,0.15279907007833357,0.036441096547834874
0.533803457688808,0.23134952427851363,0.4667012431962703,0.7919751922469078,1.0955270605775391,1.236448225452006,1.113890617936463,0.7346151302239663,0.15239832303713843,0.036469337661400335
0.5347952684258417,0.2298712128448501,0.46360053568544346,0.786963834500344,1.0891424818939628,1.2298869409223463,1.1084477402160828,0.7313669071334612,0.15199471457813168,0.03649544631499573
0.5357870791628754,0.2284040618510729,0.46054572675635214,0.7820623214754239,1.0828004953398873,1.2233425708214234,1.1031187619835057,0.728143476764096,0.15160922012228273,0.03651938926440715
