Energy_au,Sigma_Total_au,Sigma_Mb,Dipole_Sq_au
0.01,0.008450618246530362,0.23664097263394043,0.19027216903388594
0.011638795986622074,0.008441072366877732,0.23637366127520376,0.18972111095305827
0.013277591973244147,0.008426779035870713,0.23597340798568042,0.18906548347908922
0.014916387959866221,0.008407817001980674,0.23544241794306442,0.1883076031725313
0.016555183946488295,0.008384273942161836,0.23478314634756947,0.18744996990966356
0.018193979933110366,0.00835624600815812,0.2339982857172502,0.18649525514731127
0.01983277591973244,0.008323837336706292,0.23309075217231895,0.18544628950674769
0.021471571906354514,0.008287159526729156,0.23206367079509121,0.18430604975382262
0.023110367892976588,0.008246331088364837,0.23092036020126286,0.18307764529029033
0.024749163879598662,0.00820147686927442,0.22966431647491775,0.18176430428291493
0.026387959866220737,0.008152727463494807,0.2282991966147524,0.18036935955129255
0.02802675585284281,0.00810021860718002,0.2268288016131407,0.17889623431324544
0.029665551839464885,0.008044090566752387,0.22525705932265375,0.17734842791124988
0.03130434782608696,0.007984487524306536,0.22358800724565106,0.17572950162671516
0.032943143812709026,0.007921556964594156,0.22182577536813725,0.17404306467613848
0.0345819397993311,0.007855449067965536,0.21997456916042532,0.1722927604829179
0.036220735785953175,0.0077863161128849225,0.2180386528458939,0.17048225330069453
0.03785953177257525,0.007714311892582995,0.2160223330656231,0.16861521528373297
0.03949832775919732,0.007639591150645216,0.21392994307328786,0.16669531410367716
0.0411371237458194,0.007562309036755545,0.2117658274944582,0.16472620113268874
0.04277591973244147,0.00748262058347419,0.20953432767491104,0.1627115002052915
0.044414715719063545,0.007400680208919017,0.20723976775431746,0.1606547970577129
0.04605351170568562,0.007316641251545836,0.20488644163878775,0.15855962957089273
0.047692307692307694,0.007230655529862511,0.20247860067163395,0.15642947865257148
0.04933110367892977,0.007142872927923593,0.2000204420260588,0.1542677597691437
0.05096989966555184,0.007053441022116511,0.19751609825412422,0.1520778154539888
0.052608695652173916,0.006962504738890983,0.1949696277022164,0.1498629085579633
0.05424749163879598,0.006870206030919755,0.19238500544263973,0.1476262159644151
0.05588628762541806,0.006776683597719735,0.1897661154502262,0.14537082332159823
0.05752508361204013,0.006682072638899219,0.18711674369256706,0.14309972052704845
0.059163879598662206,0.006586504625601045,0.18444057172978096,0.14081579764655727
0.06080267558528428,0.006490107119758601,0.18174117165317616,0.13852184189476385
0.062441471571906354,0.006393003604789163,0.17902200134418997,0.13622053488982583
0.06408026755852843,0.00629531334841163,0.17628640063290119,0.13391445061901353
0.0657190635451505,0.006197151316027542,0.17353758887245607,0.1316060544984913
0.06735785953177258,0.0060986280635811725,0.17077866193885086,0.12929770200744292
0.06899665551839465,0.005999849692288918,0.16801259096322813,0.12699163864535956
0.07063545150501672,0.00590091782121648,0.16524222156396084,0.12469000026688831
0.07227424749163879,0.005801929553512371,0.16247027290109622,0.12239481327952278
