Mu,Energy_au,A,U
0.0,-0.5961012607480842,-0.477030427451936,0.08296957254806406
0.05,-0.4916243784768414,-0.477030427451936,0.08296957254806406
0.1,-0.43902072435084416,-0.477030427451936,0.08296957254806406
0.15,-0.41095546950427286,-0.477030427451936,0.08296957254806406
0.2,-0.3920953807567585,-0.477030427451936,0.08296957254806406
0.25,-0.3787610573046322,-0.477030427451936,0.08296957254806406
0.3,-0.36918344800721414,-0.477030427451936,0.08296957254806406
0.4,-0.3571999401343612,-0.477030427451936,0.08296957254806406
0.5,-0.35078889521788925,-0.477030427451936,0.08296957254806406
