Mu,Energy_au,A,U
0.0,-0.5909577038094194,-0.39184642254980456,0.06815357745019547
0.05,-0.47356954941132356,-0.39184642254980456,0.06815357745019547
0.1,-0.38414852691902146,-0.39184642254980456,0.06815357745019547
0.15,-0.3389267579212375,-0.39184642254980456,0.06815357745019547
0.2,-0.31598598486168,-0.39184642254980456,0.06815357745019547
0.25,-0.301197530962433,-0.39184642254980456,0.06815357745019547
0.3,-0.29091459975562417,-0.39184642254980456,0.06815357745019547
0.4,-0.27826649001996995,-0.39184642254980456,0.06815357745019547
0.5,-0.2715498691505853,-0.39184642254980456,0.06815357745019547
