Mu,Energy_au,A,U
0.0,-0.9149243782842562,-0.8773952504919537,0.15260474950804637
0.05,-0.8723102915596623,-0.8773952504919537,0.15260474950804637
0.1,-0.84159749564376,-0.8773952504919537,0.15260474950804637
0.15,-0.8194313997560376,-0.8773952504919537,0.15260474950804637
0.2,-0.8034134910764226,-0.8773952504919537,0.15260474950804637
0.25,-0.7918221161804944,-0.8773952504919537,0.15260474950804637
0.3,-0.7834200481879694,-0.8773952504919537,0.15260474950804637
0.4,-0.7728768764051526,-0.8773952504919537,0.15260474950804637
0.5,-0.7672673940044391,-0.8773952504919537,0.15260474950804637
